Industry_Name,Number_of_Firms,CAGR_in_Net_Income_Last_5_years,CAGR_in_Revenues_Last_5_years,Expected_growth_in_Revenues_Next_2_years,Expected_Growth_in_EPS_Next_5_years,Gross_Margin,Net_Margin,EBITDA_Sales,Current_PE,PEG_Ratio,ROE_unadjusted
Environmental & Waste Services,86,0.0896571428571428,0.078791724137931,0.0396121739130435,0.115786666666667,0.33294023894541,0.0352077301799849,0.20864077737975,538.132044038351,3.72402000956759,0.0621017928615452
Farming/Agriculture,32,0.0873977777777778,-0.007699375,0.238080769230769,0.1784,0.141377801634128,0.0380699792237421,0.0756444361513407,26.4483405798425,1.38194645292126,0.1402920834616
Financial Svcs. (Non-bank & Insurance),235,0.130582735042735,0.0908278169014085,0.0482256043956044,0.135885526315789,0.77758987776296,0.201289846805703,0.0987419095850074,24.2988019538427,1.07777805611141,0.642825167064304
Food Processing,101,0.0214592,0.0684884090909091,0.0957986842105263,0.138730689655172,0.271302086715446,0.063834466895239,0.157613094867107,268.110190283089,1.5426751291445,0.10117860572097
Food Wholesalers,18,-0.00345,0.120125,0.0175142857142857,0.1197,0.154861185693029,-0.00364677331724952,0.0347120614517718,320.612467980527,0.714217622001415,-0.0502567525422357
Furn/Home Furnishings,40,-0.00773333333333333,0.0508444444444444,0.142949375,0.152254545454545,0.27034700905632,0.0462902795654341,0.111247706576532,29.9690033050064,1.2517307846091,0.133701537279161
Green & Renewable Energy,25,-0.0567,-0.000899999999999999,0.190266666666667,0.1225,0.588338844139327,-0.348153542491791,0.59204013935067,56.0024739199726,5.25002074000332,-0.205888971937952
Healthcare Products,265,0.132637368421053,0.139000563380282,0.52615992481203,0.169179666666667,0.569382319437118,0.109147484495128,0.226891673843052,330.731486671256,2.81349287482267,0.105491291434298
Healthcare Support Services,129,0.154568965517241,0.175438596491228,0.194852962962963,0.163183255813953,0.155062912138949,0.0263023085089428,0.050809078290176,101.839913606724,1.02964858304269,0.165983181235554
Heathcare Information and Technology,139,0.158779615384615,0.150238928571429,0.154824264705883,0.2156125,0.493827199353459,0.106105254203043,0.190085673674397,189.467261066437,1.81569007365895,0.141101137033757
Homebuilding,30,0.20522,0.135221739130435,0.134314285714286,0.169068421052632,0.218179323889154,0.090393346092065,0.114967291946454,19.4582344939635,0.669926187262702,0.177019800780501
Hospitals/Healthcare Facilities,32,0.021924,0.0423654545454546,0.0277,0.13745,0.35498173559178,0.0369640172072135,0.161839834168135,72.2331883408778,1.32631167054933,0.706385377665926
Hotel/Gaming,66,-0.111625,-0.00379594594594595,-0.0459189189189189,-0.155105416666667,0.464145788774404,-0.307798689955024,0.467692718301739,51.9949661040074,NULL,-0.304042276867342
Household Products,140,0.1714924,0.1417682,0.103488148148148,0.0945858823529412,0.508667593341169,0.117124436009641,0.212535435608349,592.225973362016,2.97631403776046,0.315965738136175
Information Services,77,0.0786708333333333,0.12192054054054,0.255089130434783,0.111513793103448,0.526561596049482,0.157570930421547,0.317974343955657,102.243715693853,4.85822474987697,0.143469076196021
Insurance (General),21,0.0753454545454545,0.0551221428571429,0.147412142857143,0.339766666666667,0.307096520164445,0.014298548178052,0.210071421257403,65.3380661493308,0.630546734551859,0.0148800811443984
Insurance (Life),26,0.0223042857142857,0.0334505,0.0235857142857143,0.0781428571428571,0.275802260514642,0.0653590316354319,0.118438282426683,18.9668649772851,0.999758467377099,0.0560580350533544
Insurance (Prop/Cas.),55,0.0863048,0.0308551111111111,0.0325797368421053,0.0858142857142857,0.290332675312486,0.0667787627845215,0.160894763179156,44.231448758007,1.55427232074707,0.091936527340318
Investments & Asset Management,348,0.00497285714285714,0.00650322033898305,0.0477304761904762,0.107315625,0.692285548234482,0.195103065177319,0.195072261028523,480.920203452746,1.63728893985484,0.12346905522547
Machinery,125,0.0262552380952381,0.0343967105263158,0.0045855,0.122745833333333,0.345006075365548,0.0658490338557195,0.187947005358667,59.5095239564719,2.63177354561645,0.126480743592359
Metals & Mining,86,-0.0591666666666667,0.0401991666666667,0.0252125,0.7206,0.240169874168463,0.0163730178659066,0.200477121479126,30.2086895905267,0.50768383490938,0.0267374094740555
Office Equipment & Services,22,-0.0470777777777778,0.00783571428571428,-0.0242,0.081625,0.352647882191191,0.0194760555914459,0.130315228014378,16.0943696612248,3.0922405653686,0.0636276557747881
Oil/Gas (Integrated),3,-0.301,-0.0124,-0.0853333333333333,0.072,0.374056112638007,-0.0719965230550839,0.213863379828091,33.8802636479327,7.291156291834,-0.0618855388981762
Oil/Gas (Production and Exploration),278,-0.22257,-0.0117097345132743,-0.0723802941176471,-0.258132,0.509677605213816,-0.788489510011561,0.632062256407918,25.1461843920438,NULL,-0.370856366829633
Oil/Gas Distribution,57,0.054355,0.107407179487179,-0.0487511627906977,0.06688125,0.292338080687375,0.00958539996110122,0.259766856365712,10.8422005402872,2.27920546982817,0.012807842501367
Oilfield Svcs/Equip.,135,0.0473571428571428,-0.0685660344827586,-0.129936,0.07981,0.0907457564793074,-0.109790323167988,0.101967283731367,40.3022282845574,0.335130415261499,-0.266308625489745
Packaging & Container,26,0.160226666666667,0.0252242105263158,0.0111505555555556,0.114,0.223941134453704,0.0298333526244478,0.163800130849463,25.2432733476649,2.36623821468337,0.0975907679835168
Paper/Forest Products,15,0.11698,0.005061,-0.0404857142857143,0.07,0.177902352048671,0.0227079662046103,0.112996765060876,20.0617172915734,1.95963955202334,0.046945245841262
Power,55,0.112183783783784,0.0101168085106383,0.03698825,0.0702054054054054,0.436827669004644,0.0880035344136078,0.352198685042312,21.4779890388911,2.96350562095376,0.0768681860753764
Precious Metals,93,-0.0515,0.0316509090909091,0.461266666666667,0.1285,0.501681394894339,0.157932308657247,0.319005720662706,19.6506404241633,1.52427875558526,0.0826991631990421
Publishing & Newspapers,29,0.1873,0.00308117647058823,-0.030134,0.09205,0.408075696258871,-0.0627005255768845,0.0975196507510007,47.9970779748135,4.51333578199317,-0.14184457993822
R.E.I.T.,238,0.121640350877193,0.0680841935483872,0.0219647596153846,0.0209503968253968,0.581219500571401,0.0671991474915273,0.533622937755484,49.7912805866024,17.6874107404024,0.0216913769839009
Real Estate (Development),25,0,-0.199248,0.195,0.145,0.236756393683624,-0.00317754382084091,0.222142918040568,31.0217416667301,1.10038566243194,-0.00129873799208891
Real Estate (General/Diversified),11,0.1897,0.0920425,-0.11274,-0.0324,0.493065438816799,0.0511790149295382,0.133552392911958,40.1603227846674,NULL,0.020017463435931
Real Estate (Operations & Services),61,-0.0766961538461538,0.02095125,0.0839,0.219666666666667,0.328780336844859,0.0152806436241344,0.0814684501323652,1199.26090781349,1.01427754012763,0.0471332920797708
Recreation,69,0.0424230769230769,0.0262240625,0.0836242307692308,0.22978,0.375837087246942,-0.0211806677171047,0.150450937032925,39.2991042786288,3.22311391616599,-0.0719202655440449
Reinsurance,2,-0.00462,0.0911,0.02,0.301,0.178662392411734,0.0216230458457755,0.12875021956789,9.56136884518804,0.505002629587347,0.0241937068846917
Restaurant/Dining,79,-0.0393421052631579,0.00836893617021276,0.0550308571428571,0.125376,0.275984934979414,0.056907119249523,0.202122114193913,70.4312540162168,3.93175060996002,NULL
Retail (Automotive),30,0.0580538461538461,0.03197875,0.142251,0.132910769230769,0.230604318088257,0.0384379527504064,0.0708632850850907,30.4640025025111,1.26944969319231,0.362755576429549
Retail (Building Supply),15,0.1171,0.0641691666666667,0.130233333333333,0.187183333333333,0.344824252002502,0.0753438919250988,0.120725706257426,152.693260521619,1.22846727159753,0.00268657536303068
Retail (Distributors),85,0.107865384615385,0.0467227083333333,0.0147676315789474,0.099376,0.2839407629049,0.0274160295333359,0.0957880051840499,41.3841937128014,2.58520489540063,0.0967154492626055
Retail (General),17,0.208328571428571,0.0241214285714286,0.0321,0.0214330769230769,0.242677363503326,0.027913802813363,0.0635170386622813,23.2256202593602,10.7722555727751,0.206406129176829
Retail (Grocery and Food),14,0.105642857142857,0.0627857142857143,0.0534,0.12258,0.262508599667437,0.0220050992462679,0.0435980720736438,40.5950730447861,0.782628777550787,0.306265158732949
Retail (Online),75,0.269645454545455,0.0928341379310345,0.255916,0.201722222222222,0.42532987697461,0.0494730206828458,0.108330633810013,133.682799912803,3.50693975546012,0.27054629081223
Retail (Special Lines),85,0.023848,0.0557057142857143,0.01742,0.0991361290322581,0.281622865703941,-0.00104859624698167,0.0766742774514259,30.5134968670913,4.18589389955857,-0.00640358400752759
Rubber& Tires,3,-0.0792,-0.0421333333333333,-0.008335,0.0745,0.169183136225704,-0.104042342350189,0.121536467982266,39.1860826980604,1.75561499879474,-0.256863611100083
Semiconductor,70,0.100483703703704,0.0377052083333333,0.130601956521739,0.136265853658537,0.549340936260252,0.204901243000924,0.357434768172224,1291.41932416206,2.30301133511179,0.221328434361763
Semiconductor Equip,40,0.193185714285714,0.084925,0.249403571428571,0.24675,0.432496450537511,0.17055847249932,0.237082003619953,108.675008821121,1.13794046906608,0.322347005854461
Shipbuilding & Marine,11,-0.07155,0.0310142857142857,-0.0226,0.113,0.236627509978411,-0.0598841857758559,0.145682435000371,23.4668012393081,2.18597970625029,-0.0569705198409722
Shoe,11,-0.02946,-0.0011125,0.0466,0.1584,0.437147347693345,0.0685869218308714,0.11712930233305,31.5282761978016,4.45467404007817,0.237009946728817
Software (Entertainment),101,0.0933,-0.00412904761904761,0.239499615384615,0.197175,0.626827825507563,0.202953405573028,0.281279363348339,100.588873173781,1.67116156246306,0.177142370868118
Software (Internet),36,0.151,0.19336,0.21815625,0.23675,0.585814168983237,-0.0560029764411872,0.147170920731194,92.255870505035,1.36168661360138,-0.112285669149588
Software (System & Application),388,0.153446341463415,0.189275034013605,0.25082075,0.22612,0.721910496065892,0.199942153407077,0.284681709659386,193.648581446849,1.7318156811718,0.280879775084722
Steel,32,0.228483333333333,0.00472318181818182,0.0264516666666667,0.0193333333333333,0.135315873258724,-0.0127518773605304,0.116641285367652,76.289986055697,8.99126392322338,-0.0284095044930843
Telecom (Wireless),16,0.16205,0.0652742857142857,-0.0684428571428571,0.103,0.594730643626445,0.0459545390722853,0.216706523860022,29.6534924361768,4.67321155181613,0.0891039635457387
Telecom. Equipment,96,0.23072,0.316474827586207,0.319636190476191,0.140681363636364,0.553457917362671,0.107935874531303,0.245744307088663,69.3605182955621,1.56896038543495,0.171004034726291
Telecom. Services,58,0.214508888888889,0.0779095833333333,0.113569375,0.0690388888888889,0.563921985243617,0.0851714865957622,0.338705576504321,158.407657072791,2.17386952781706,0.112683283426875
Tobacco,15,-0.0918,0.528233333333333,0.032195,0.0982666666666667,0.619966189445927,0.153100861689884,0.427991257253611,28.5328085121858,2.48248320556279,-0.00231080867745603
Total Market,7582,0.0957697011621473,0.0886044481698801,0.243270177533893,0.116368237045861,0.362229528985577,0.050539759121906,0.166760697925471,109.79299344076,2.35100782317214,0.0824656766791555
Total Market (without financials),6253,0.0964680709023575,0.0940412043419003,0.283712592681994,0.121697497587668,0.331273296854292,0.0400993830456615,0.175791597809418,103.330502116283,2.49766411136233,0.0777509127908738
Transportation,21,0.04755,0.0941607692307692,0.0523909090909091,0.111955555555556,0.199147973120695,0.0387895663705971,0.0914681030485475,27.8443219478951,2.7665140756069,0.227679140536071
Transportation (Railroads),6,0.0371,-0.0147,-0.0161075,0.093725,0.535611617474318,0.250678978181623,0.553826681332128,25.5418713746986,2.87422008950706,0.214746263521043
Trucking,35,0.0284775,0.0306421052631579,0.0382640909090909,0.0476333333333333,0.217962077283096,-0.0927268077814606,0.00927109708924208,30.5142490969781,5.53274907461963,-0.17695648613703
Utility (General),16,0.128,0.022685,-0.00133125,0.04954375,0.407821247589876,0.0859033029903794,0.324599363494871,20.2443144793246,3.21225865533623,0.0748571242666435
Utility (Water),17,0.0226677777777778,0.127390909090909,0.11535,0.0856166666666667,0.565738589057973,0.16235626218854,0.412233254713276,54.7719514866259,4.8274285877232,0.0898843730000014
