Industry_Name,Number_of_Firms,CAGR_in_Net_Income_Last_5_years,CAGR_in_Revenues_Last_5_years,Expected_growth_in_Revenues_Next_2_years,Expected_Growth_in_EPS_Next_5_years,Gross_Margin,Net_Margin,EBITDA_Sales,Current_PE,PEG_Ratio,ROE_unadjusted
Chemical (Specialty),76,0.216116666666667,0.0948224489795918,0.126180487804878,0.140158333333333,0.342349469990337,0.0807258589055787,0.178310881806745,180.826169306369,1.20277267905342,0.114285703971039
Coal & Related Energy,19,0.0880333333333333,-0.037149,6.040926,NULL,0.357494245596199,0.204372339339841,0.126409187025111,142.890811451975,NULL,0.740839030252333
Computer Services,80,0.168045454545454,0.104793076923077,0.0960965517241379,0.130765217391304,0.242258566691125,0.0253054400501078,0.0921402726058799,16.3422661041743,1.95755898929776,0.121492301285463
Computers/Peripherals,42,0.100709090909091,0.163571481481482,0.147944166666667,0.128613636363636,0.363910187079821,0.166776777751791,0.244554018121715,13.237629833428,1.55716709880484,0.962601783592746
Construction Supplies,49,0.0901652173913043,0.0501678125,0.749138235294118,0.1786,0.218170637070767,0.0822636144860269,0.135477177469258,59.5822316328849,0.982869990324932,0.18776605314362
Diversified,23,0.02365,0.07692,0.0393428571428571,0.14035,0.101579549787605,0.00976496584836977,0.324196808300174,18.965329679239,1.20412995993316,0.00824960012711776
Drugs (Biotechnology),598,0.0717166666666666,0.272303536585366,0.696184691358025,-0.048395652173913,0.609422834018875,0.00648458878008698,0.225734561188409,81.4407863243052,NULL,0.00677590783683316
Drugs (Pharmaceutical),281,0.307388235294118,0.423456338028169,0.626125486725664,0.103485909090909,0.670176527485914,0.183512131224399,0.319400034095366,26.627665217213,1.93728912010024,0.245401898755845
Education,33,0.167616666666667,0.041291875,0.102283888888889,0.171428571428571,0.466088448481824,0.0292038663318909,0.106450318676425,15.2353822506675,0.831865998386911,0.031900714568292
Electrical Equipment,110,0.143718888888889,0.138975,0.605294807692308,0.159661904761905,0.32326961286889,0.0730826326897038,0.142970490786919,73.8709884326222,1.17730190635127,0.132030993409586
Electronics (Consumer & Office),16,-0.368,-0.00473,0.0168571428571429,0.139966666666667,0.322897880586156,0.00541933420984129,0.0447118117793643,35.7926289153418,1.45836088173182,0.0127503026614788
Electronics (General),138,0.141069756097561,0.106349294117647,0.293460151515151,0.155509375,0.273477897907575,0.0631750737393154,0.13794805191177,29.0609515387651,1.31374903165383,0.124175200192935
Engineering/Construction,43,0.1727625,0.121383448275862,0.170609375,0.17328,0.139226191194715,0.0216012543259058,0.0706712684728638,72.4729432863939,1.68073122176817,0.0749578820831902
Entertainment,110,0.0902111111111111,0.28593125,0.213431351351351,0.165530666666667,0.404412162882283,0.00897818023787769,0.144907453342816,26.7110593956414,2.20769193948061,0.0118122323232714
Environmental & Waste Services,62,0.4560875,0.1013404,0.473409523809524,0.122530769230769,0.327374016300349,0.0728540436446839,0.185036794659138,89.4626143682517,2.40678351952069,0.164738746872901
Farming/Agriculture,39,0.17563,0.175709444444444,0.7878585,-0.199714285714286,0.132348033677074,0.0565545333823393,0.0833098357192125,18.2298698647555,NULL,0.23648187908031
Financial Svcs. (Non-bank & Insurance),223,0.163261637931034,0.104404057971014,0.0676701869158879,0.0463186046511628,0.758487845369918,0.263239979675247,0.15321783671331,19.908663498816,1.53506483742381,0.480750650147657
Food Processing,92,0.0937868965517241,0.252102244897959,0.121782954545454,0.0994919047619048,0.246320317336219,0.0709593518697731,0.148325459119965,113.238695491785,2.11546189653843,0.11538895815608
Food Wholesalers,14,0.09736,0.09836,0.114657142857143,0.2799,0.143864067005733,0.0109305204086509,0.0293118479971751,31.814956341576,0.923419689862251,0.189841998836198
Furn/Home Furnishings,32,0.0873307692307692,0.144483809523809,-0.0235666666666667,0.08374,0.263800297577742,0.0202620400792018,0.129887527519365,18.3736098946278,1.76992143541903,0.0544645654757785
Green & Renewable Energy,19,0.31375,-0.147136666666667,0.3235,0.61,0.628629624366444,0.177749243793012,0.531634120699063,83.8835176143106,0.244265223789894,0.182660483152379
Healthcare Products,254,0.108346857142857,0.199007593984962,0.509887450980392,0.148438095238095,0.577404182918211,0.0700135360074817,0.224162095338839,99.4558183757336,2.48971472595035,0.0709192296782496
Healthcare Support Services,131,0.157958064516129,0.2015675,0.294889855072464,0.0647325,0.1472269142376,0.0200753956691126,0.0474332535579017,32.4894233537281,3.49403952425753,0.123373799626929
Heathcare Information and Technology,138,0.2683,0.204520350877193,0.185912073170732,0.121170967741936,0.498890277878463,-0.00328109072039736,0.239998954567634,86.6064473576147,2.32760093566793,-0.00287898133103323
Homebuilding,32,0.395190476190476,0.158222727272727,0.0242,0.102892307692308,0.273227722016619,0.139807391091162,0.171847432589036,6.50982631193507,0.493802963496809,0.307475107089731
Hospitals/Healthcare Facilities,34,0.112383333333333,0.0159673684210526,0.177205555555556,0.08934,0.356275078166292,0.0530766853678381,0.172130395451241,23.154382529955,1.56429462331801,0.490376653454443
Hotel/Gaming,69,0.149276190476191,0.0758418918918919,0.785911333333333,0.217130769230769,0.562881753760431,0.0110004532844866,0.0926501107445053,67.7449973254412,0.839998305246921,0.0253194293593366
Household Products,127,0.066832,0.115510425531915,0.0775226470588235,0.1737,0.475940938216599,0.112466954186504,0.213575482103002,20.0135134370822,1.53517837425134,0.331789703030311
Information Services,73,0.1034625,0.110551351351351,0.148199038461539,0.16415,0.557545035446707,0.166181803305131,0.293492116156391,1681.56712013438,1.8664236206097,0.177423262583222
Insurance (General),21,0.1052375,0.0690090909090909,0.17003125,0.134288888888889,0.399990812734153,0.152099855036994,0.220684775119077,30.8864029401329,0.779735963333321,0.174298374164891
Insurance (Life),27,0.119620769230769,0.08287,0.0818126666666667,0.121342857142857,0.259859652462259,0.0606882340621415,0.142923637129749,11.0921788323304,0.845018788837697,0.0557916457381221
Insurance (Prop/Cas.),51,0.0832945454545455,0.0381763636363636,0.0486441666666667,0.217491666666667,0.242681798645342,0.0405396257176756,0.168765736788601,18.6421889698462,0.814090653982339,0.0570986733820145
Investments & Asset Management,600,0.0946924324324325,0.107890909090909,0.0742681818181818,0.0758869565217391,0.650809124192657,0.249342693443821,0.25356903181573,445.083949176321,1.78306599315793,0.171655410032223
Machinery,116,0.121988571428571,0.085045652173913,0.125988225806452,0.125063157894737,0.342031954530912,0.0850895410130501,0.172093080841919,26.7992400538085,1.83439874016723,0.15486472220664
Metals & Mining,68,0.233,0.0588307692307692,0.069828,0.07212,0.327597454025407,0.0965610840371303,0.32319093290641,32.1760270850063,2.13914493728431,0.210975921513228
Office Equipment & Services,16,-0.05911,0.157919285714286,0.406082,0.123333333333333,0.324488687384849,0.0236426335953963,0.0889943048402112,59.9917665666974,1.94787395904714,0.0796024671666953
Oil/Gas (Integrated),4,0.49725,0.121225,0.14,0.09471,0.365416220373847,0.15165814329638,0.142089074307965,18.9200993869862,0.915152289926343,0.324159542575271
Oil/Gas (Production and Exploration),174,0.40675,0.295658372093023,0.411132745098039,0.237913043478261,0.644471601328402,0.260143039614179,0.247278613503926,42.5794701712082,0.282195642926871,0.470000994985958
Oil/Gas Distribution,23,0.7078,0.218572727272727,0.399575,0.101311111111111,0.236032408160105,0.0207726551310339,0.171706917508613,146.727463155022,1.83721409653197,0.0409320504469101
Oilfield Svcs/Equip.,101,0.286333333333333,0.0772133846153846,0.539652941176471,0.210692307692308,0.118250214472785,0.0524694765302285,0.0362695449057953,32.7763100270826,0.34973394630557,0.308210460008422
Packaging & Container,25,0.15050625,0.0590184210526316,0.0494966666666667,0.13652,0.213254097555047,0.0606134992205914,0.129850216496717,20.1525434393047,0.840814392566323,0.197455489816109
Paper/Forest Products,7,0.2635,0.06995,0.06,-0.0209,0.29644589492962,0.102298852447531,0.228104363241172,9.1616587343819,NULL,0.468265214797136
Power,48,0.0786615151515151,0.0641269047619047,0.0379848717948718,0.0722888888888889,0.353984039647182,0.0916908238814284,0.27836113622997,20.1325181804189,2.94528589187038,0.0938980427790403
Precious Metals,74,0.23592,0.0373857142857143,0.00961454545454544,0.0333333333333333,0.36979714004292,0.071828003794815,0.387052985749529,26.2694251550624,8.82924710735235,0.0366070716260894
Publishing & Newspapers,20,0.0459666666666667,0.0331785714285714,0.096,0.0998,0.465504354149557,0.0281776970582808,0.130921914740433,15.6471218043756,2.17996025953404,0.0514574909484923
R.E.I.T.,223,0.112963555555556,0.0957203243243243,0.126922315789474,0.112859181818182,0.604587783145473,0.237650483303551,0.430352423185245,48.9697147651867,1.93773733919909,0.0885296268090544
Real Estate (Development),18,0.3935,0.101616666666667,0.950466666666666,NULL,0.325113780319905,0.150392645717933,0.176953620721847,48.7948651675637,NULL,0.105141618857461
Real Estate (General/Diversified),12,0.10715,0.08742,0.009,NULL,0.480843247025892,0.126731980405878,0.252851644506648,27.9141896664072,NULL,0.0668111597878718
Real Estate (Operations & Services),60,0.04279,0.160037586206897,0.0510388888888889,0.0783333333333333,0.311302056930302,-0.00759754771537216,0.0293658628703553,19.2160252315454,1.16978365335311,-0.0357668567520912
Recreation,57,0.109841176470588,0.0778869230769231,0.0706946875,0.135163636363636,0.369549947468372,0.0130436920455725,0.130548526478022,17.8309357214865,1.06991478036105,0.0395234338695212
Reinsurance,1,-0.0628,0.0563,0.0172,NULL,0.106390838566679,0.035402044083241,0.0585519024750647,15.391734197731,NULL,0.0446255335661622
Restaurant/Dining,70,0.0704192592592593,0.062767619047619,0.151828205128205,0.111536,0.30065515147392,0.0927714849211036,0.198157469954712,21.5055172814911,2.83294490351676,NULL
Retail (Automotive),30,0.251433333333333,0.171194444444445,0.150703043478261,0.140089333333333,0.210384798860424,0.0406763264527588,0.0731143291541243,9.99947700662045,0.855662546899605,0.432540802516112
Retail (Building Supply),15,0.28625,0.130233333333333,0.0156928571428571,0.094652,0.34514142977642,0.0867343996562946,0.156389513342237,14.6771277855784,1.89090438685595,0.00477269606279885
Retail (Distributors),69,0.309737931034483,0.0732692857142857,0.101415,0.16125,0.313023416142731,0.073033310827461,0.104673478409012,56.9959136860633,0.839652858885783,0.27374436051738
Retail (General),15,0.0920181818181818,0.0431815384615385,0.0462721428571429,0.03889,0.232468343145726,0.0235372640044036,0.0671584074160202,14.9387631789776,7.55139577992651,0.182901056406307
Retail (Grocery and Food),13,0.175871428571429,0.0496111111111111,0.0602833333333333,0.11056,0.247067491683373,0.0196423482438062,0.0504181812615476,17.7473060788539,1.07622900705151,0.279751670067976
Retail (Online),63,-0.221783333333333,0.207125217391304,0.070557,0.112493636363636,0.427840338339088,0.00637229054198541,0.111351606305958,13.3926013272085,6.77523110672651,0.0254242424403255
Retail (Special Lines),78,0.152645428571429,0.133229807692308,0.0202903703703704,0.0816966666666667,0.29904035808187,0.0386099469891887,0.0874771523389668,12.2904530933342,1.95223437105156,0.241649949287388
Rubber& Tires,3,0.31925,0.124233333333333,0.108,0.0201,0.199621230562507,0.0420697948413355,0.0917007624073767,7.58444123119189,1.67863711800138,0.198097705233718
Semiconductor,68,0.261106086956522,0.0887989130434782,0.166203333333333,0.161553636363636,0.54228245321863,0.227353903429802,0.418556594549428,70.3933434240431,1.19856066053906,0.227663910589919
Semiconductor Equip,30,0.221568421052632,0.156969230769231,0.118419545454545,0.172835714285714,0.446490286651565,0.222689175359516,0.293116268756467,24.9987835108131,0.885575903346771,0.46515933713298
Shipbuilding & Marine,8,0.5139,0.155366666666667,-0.02328,0.12,0.361170615083225,0.21553558256614,0.230777153665208,3.3534366522345,0.313665166315521,0.352900093688783
Shoe,13,0.280171428571429,0.119,0.1209,0.0830666666666667,0.453544696523362,0.111718815754723,0.146243379179642,14.3554628921487,3.25417878518287,0.362833026208509
Software (Entertainment),91,0.0195,0.303797586206897,0.196892894736842,0.235873333333333,0.632267821844594,0.209099880794738,0.33686357868167,52.3196300497883,0.663227994737672,0.227663417530187
Software (Internet),33,0.256666666666667,0.25943,0.2168095,0.9645,0.589168027655805,-0.190708484098991,0.0439314810477069,29.1665789321046,0.28823360435172,-0.157308426666963
Software (System & Application),390,0.221689189189189,0.201011923076923,0.2249121,0.20458275862069,0.709178566598725,0.146065420985005,0.28789467903067,446.03021099234,1.48506426146264,0.196832641622106
Steel,28,0.56846875,0.1520936,0.042701052631579,0.2,0.262336902293283,0.146960500310906,0.187428191531664,6.42379340676969,0.192036230802418,0.537480679412654
Telecom (Wireless),16,-0.0711,0.184977777777778,0.192738571428571,0.2505,0.579084866385253,0.0254231041485197,0.314784360718253,27.4062406994132,2.94665780576051,0.0297080542242605
Telecom. Equipment,79,0.100471428571429,0.0351158490566038,0.148441,0.152894736842105,0.538492408324807,0.132869914647574,0.228806381760371,57.0606583095538,1.42661210814211,0.201291404712953
Telecom. Services,49,0.207166666666667,0.168130434782609,0.234826666666667,0.0185642857142857,0.555310710272467,0.128131364728403,0.351764043591313,14.6277980904466,4.10398585071979,0.157579918038155
Tobacco,15,0.01702,0.05765,0.175344,0.1522,0.6259746198026,0.234562220410101,0.467486302402778,12.8895526818724,1.15982230883647,NULL
Total Market,7165,0.170039722497522,0.13899,0.317802605591909,0.13051794198895,0.36283926267077,0.0888740558159768,0.156798944102864,109.249362411714,1.30336458111655,0.164747000151763
Total Market (without financials),5649,0.178086747880265,0.14806670324182,0.377718287459033,0.140569011017082,0.331917528269739,0.0777182076911239,0.162733264815211,87.5314034202733,1.32314773149076,0.172723413149744
Transportation,18,0.245611111111111,0.149918181818182,0.116077,0.0771833333333333,0.219360020778971,0.0698563456414192,0.11979711450927,12.277032621861,1.65067596356058,0.367817426593308
Transportation (Railroads),4,0.129266666666667,0.0378333333333333,0.077,0.0958,0.522618034322099,0.276461384245804,0.464193686610659,19.3024647599423,1.8814309960174,0.335553285922049
Trucking,35,0.440555555555555,0.141598181818182,0.167588,0.222292307692308,0.27258919396684,0.0129219106614599,0.0980616973157056,12.2832035098571,0.396905293910795,0.0405361647492955
Utility (General),15,0.104205333333333,0.0404733333333333,0.0428446666666667,0.06104,0.366653585634705,0.126795449039318,0.300106738124706,20.6699778384396,3.18805441287347,0.112411186427186
Utility (Water),16,0.106211111111111,0.143518181818182,0.0604777777777778,0.0819,0.543103366475389,0.251224731362003,0.438703092515118,38.3146612073187,3.06125653144366,0.13193877114877
