Industry_Name,Number_of_Firms,CAGR_in_Net_Income_Last_5_years,CAGR_in_Revenues_Last_5_years,Expected_growth_in_Revenues_Next_2_years,Expected_Growth_in_EPS_Next_5_years,Gross_Margin,Net_Margin,EBITDA_Sales,Current_PE,PEG_Ratio,ROE_unadjusted
Food Processing,88,0.09166307692,0.04236439024,0.156438286,0.115433333,0.264691437808438,0.0130770530719776,0.155751558197567,55.19,1.98,1.90%
Food Wholesalers,17,0.00626666667,0.2285625,0.177542857,0.02312,0.15955230469671,0.0110728852287806,0.0378393540689827,42.87,11.41,15.51%
Furn/Home Furnishings,35,0.07304545455,0.09712578947,0.169576154,0.154188889,0.248457724622803,0.0515108986633885,0.108968220473796,17.29,0.9,16.97%
Green & Renewable Energy,22,0.111,0.194825,0.1547,0.310666667,0.592933857848115,-0.113932169202075,0.492948622201714,87.99,1.28,-5.80%
Healthcare Products,242,0.1299425581,0.1340120155,0.588648372,0.193174545,0.578258286651504,0.0926783531709348,0.222116298037261,159.85,2.26,9.78%
Healthcare Support Services,128,0.1591454839,0.1843985,0.2228966,0.1724725,0.14338072462537,0.017839566327535,0.0461523488627595,131.32,1.18,13.16%
Heathcare Information and Technology,129,0.1783541667,0.1817046296,0.181003279,0.160534375,0.47649605310467,0.0889670492042033,0.187471820906789,132.41,2.49,11.17%
Homebuilding,32,0.2260833333,0.3364420833,0.064006957,0.15296,0.203199839358804,0.0752115866964957,0.108035481534141,64.38,0.76,15.26%
Hospitals/Healthcare Facilities,36,0.1114285714,0.05201772727,0.0439,0.1251,0.364460532578451,0.0251329439053639,0.150519832766594,144.72,1.29,62.13%
Hotel/Gaming,65,0.12154,0.08350583333,0.094748056,0.112291304,0.533404525200956,0.0987822652709208,0.27877738299427,170.91,2.03,16.23%
Household Products,127,0.05783913043,0.1741696,0.112001034,0.088859,0.509416383962827,0.0473408780616614,0.210471726091131,25.49,4.61,10.59%
Information Services,69,0.1168684615,0.1312132432,0.11417925,0.125983871,0.555271551038157,0.191292981209576,0.318956019137202,283.37,3.18,30.52%
Insurance (General),19,0.05648769231,0.07798733333,0.148345,0.2105,0.296372916323835,0.0626477707639128,0.139450485170435,693.05,1.09,7.42%
Insurance (Life),24,0.031719375,0.0149925,0.037995,0.0724625,0.311201484765196,0.0895610397311138,0.121914980046638,15.27,1.24,10.44%
Insurance (Prop/Cas.),51,0.04547764706,0.07050186047,0.069245278,0.123717647,0.287915432045581,0.073223358406599,0.105352901843409,71.11,1.3,10.58%
Investments & Asset Management,192,0.01887395349,0.00895366667,0.08604625,0.082881481,0.693640129047671,0.210632098627934,0.187046868617882,119.9,1.87,13.31%
Machinery,120,0.07134017857,0.0350012987,0.034276613,0.1222,0.348431944567986,0.0962185461089752,0.175232877470762,27.28,1.64,20.03%
Metals & Mining,92,-0.13774,0.148425,0.00271625,0.02715,0.240961757949186,0.0201366681858678,0.336612585851406,36.92,11.13,3.27%
Office Equipment & Services,22,0.06153818182,0.03738571429,0.0419475,0.097142857,0.372382984063245,0.0491440833228761,0.118963985443594,16.24,1.74,18.22%
Oil/Gas (Integrated),4,-0.1704,-0.064775,-0.00975,0.005333333,0.357301947168699,0.0675883974029614,0.194094626526063,12.73,35.9,7.85%
Oil/Gas (Production and Exploration),269,0.02928816667,-0.03726934426,0.153594024,0.099784545,0.586352047032428,0.0851257369884422,0.5141867744632,19.2,0.9,6.36%
Oil/Gas Distribution,24,0.012,0.14938125,0.311379231,0.119616667,0.40588589906959,0.0427244577046333,0.306325481325219,605.72,2.56,3.91%
Oilfield Svcs/Equip.,136,-0.06806222222,0.01488617647,0.019376957,-0.1209,0.108161008630102,-0.0259795066085433,0.0830225874911266,27.68,NULL,-8.40%
Packaging & Container,24,0.087525,0.05516210526,0.022771875,0.069592857,0.231987001564569,0.0465533627298466,0.159244534850077,43.16,2.74,15.96%
Paper/Forest Products,15,0.16963,0.1888481818,-0.028675,0.0412,0.1640984298763,0.00848804669872078,0.124220850601243,20.07,4.94,2.05%
Power,52,0.0893827027,0.03495446809,0.033666829,0.067285714,0.406327506642428,0.0641374702838764,0.317407649279821,28.36,3.28,5.71%
Precious Metals,83,0.07393333333,0.140799,0.238901,0.109,0.432222679793516,0.193665034570622,0.304481270773211,97.48,1.7,12.90%
Publishing & Newspapers,31,-0.05613333333,0.00129555556,-0.011928571,0.050642857,0.394530838579176,-0.0164293063032317,0.112372374691415,28.22,5.46,-3.79%
R.E.I.T.,234,0.1046325899,0.1067300549,0.087049463,0.045064872,0.583346383990002,0.151739051700721,0.496389780357728,91.36,6.87,5.49%
Real Estate (Development),20,0.635,-0.025032,0.21965,0.25,0.297753467184406,0.0665106196811995,0.137762958532203,145.6,1.79,3.37%
Real Estate (General/Diversified),12,0.04375,0.02414,0.571266667,-0.0101,0.747590995569019,0.197495164358901,0.471937412610223,31.37,NULL,5.71%
Real Estate (Operations & Services),57,0.1674583333,0.03481428571,0.141418182,0.086666667,0.37136519595736,0.0358824067855147,0.0832144595666211,23.2,2.06,11.92%
Recreation,63,0.13429625,0.05474516129,0.066996,0.127714286,0.380220118185552,0.0114636833337269,0.130507139447805,50.28,2.27,4.27%
Reinsurance,2,-0.14075,0.06635,0.0572,0.465,0.211176213781852,0.0394797913650881,0.0602421819351577,153.21,0.54,5.00%
Restaurant/Dining,77,0.04846827586,0.0791726,0.077248462,0.106,0.304896199430649,0.105699043877848,0.203040077641944,65.69,2.52,NA
Retail (Automotive),26,0.07368615385,0.04696666667,0.118085,0.108056,0.21629743376504,0.0354940864855062,0.0669008790177812,20.27,1.66,34.60%
Retail (Building Supply),17,0.15725,0.06341230769,0.129934615,0.151636667,0.339974901815616,0.0644747230882242,0.131365164932413,201.74,1.53,94.81%
Retail (Distributors),80,0.07146382353,0.07226270833,0.046257317,0.196282759,0.292706126805447,0.0450751131056171,0.0917727355991324,27.65,0.91,16.47%
Retail (General),18,0.01684,0.01506866667,0.029224667,0.047923077,0.247876224783424,0.0244375185244492,0.0641899559405603,21.89,4.85,18.14%
Retail (Grocery and Food),13,0.04081714286,0.05568571429,0.0619,0.08088,0.233849412193312,0.0143668899337889,0.0460419473786703,37.92,2.14,18.11%
Retail (Online),70,0.0048375,0.1827114815,0.220355667,0.268733333,0.452545294628945,0.045742737012939,0.1138452491735,319.22,2.14,22.41%
Retail (Special Lines),89,0.05655842105,0.07652935484,0.022827826,0.048308571,0.303969979431065,0.0330650012596723,0.0801219152510551,24.62,3.72,19.92%
Rubber& Tires,4,-0.2045,-0.06165,0.0012,-0.00827,0.20662674010383,0.0125702028257343,0.122709795186221,15.27,NULL,3.70%
Semiconductor,72,0.2409541667,0.08347660377,0.111727959,0.15665122,0.560387485515694,0.194173660172293,0.410339233022418,109.36,1.56,20.29%
Semiconductor Equip,39,0.154355,0.05314,0.191753214,0.148988889,0.428175477253093,0.159231459102147,0.256595057271868,25.57,1.51,27.65%
Shipbuilding & Marine,10,0.01666666667,0.09778333333,0.02523,0.38,0.229994003118378,0.0251512413544957,0.149262383560548,29.97,0.88,2.69%
Shoe,11,0.07128571429,0.0311875,0.072685714,0.138857143,0.452150171159767,0.104811012651591,0.132061932120359,27.33,2.29,40.16%
Software (Entertainment),86,0.15535,0.1353454545,0.216534231,0.239511111,0.64458990243444,0.205324560851237,0.292001889705607,60.25,1.24,18.49%
Software (Internet),30,0.4133666667,0.3091916667,0.165730769,0.190666667,0.626362549125166,0.0207237984071001,0.187139616836285,90.14,2.11,6.14%
Software (System & Application),363,0.25049825,0.150381338,0.351762685,0.21754026,0.713720793480687,0.195380921978047,0.281756897090538,144.4,1.44,27.91%
Steel,32,0.1450307692,0.02289666667,-0.029119524,0.011655,0.162788968147231,0.0597963614519455,0.130118314946432,10.61,6.89,18.41%
Telecom (Wireless),18,0.524,0.0348,0.0061125,0.062333333,0.579611954990467,0.0078701131904417,0.300653722574538,27.21,3.27,1.15%
Telecom. Equipment,91,0.01542,0.04860807018,0.145671905,0.171963636,0.557406395671985,0.125540890984758,0.237010014594429,66.34,1.18,17.58%
Telecom. Services,67,-0.034411,0.1008148148,0.069505263,0.09143,0.557083959219866,0.0427470799135048,0.339274542119934,115.24,1.84,5.67%
Tobacco,17,-0.027175,0.03837,0.0181525,0.0654,0.599490035275593,0.168369972147055,0.41572033913573,33.12,3.72,-0.05%
Total Market,7053,0.1074666635,0.10148133,0.210198313,0.119425244,0.363188484269441,0.0771227963457321,0.156419167921529,60.52,1.78,13.63%
Total Market (without financials),5878,0.102992052736402,0.105258236098472,0.236926689872746,0.123584147422933,0.329548594255478,0.0635136243871883,0.165880531076565,62.49,1.92,13.30%
Transportation,18,0.08503,0.1435,0.04406,0.1392875,0.184909098510519,0.0378964225733855,0.0882392979543723,23.65,1.7,21.61%
Transportation (Railroads),8,0.06875,0.0007825,0.0117625,0.115425,0.511913572021607,0.262363034409241,0.478697430325642,20.27,1.67,23.44%
Trucking,33,0.08790875,0.1298442857,0.040708333,-0.0267,0.232203337949894,-0.0854584357535583,0.0812618392415307,17.56,NULL,-32.07%
Utility (General),16,0.0622975,0.022726875,0.05644375,0.05389375,0.356125028263377,0.105752437944161,0.276429194872639,26.24,4.49,11.07%
Utility (Water),17,-0.00932222222,0.07540818182,0.770466667,0.099225,0.563639558006092,0.159353187815812,0.438367925264618,46.15,4.11,9.90%
